orif_util,tha_util,inmb
0.3575,0.39249999999999996,43188158.58055052
0.375,0.39249999999999996,37042325.66648104
0.39249999999999996,0.39249999999999996,30896492.752411675
0.41,0.39249999999999996,24750659.838342153
0.4275,0.39249999999999996,18604826.92427272
0.44499999999999995,0.39249999999999996,12458994.010203263
0.46249999999999997,0.39249999999999996,6313161.096133807
0.48,0.39249999999999996,167328.1820643507
0.4975,0.39249999999999996,-5978504.732005127
0.5149999999999999,0.39249999999999996,-12124337.646074492
0.5325,0.39249999999999996,-18270170.560144063
0.55,0.39249999999999996,-24416003.474213563
0.5674999999999999,0.39249999999999996,-30561836.388282903
0.585,0.39249999999999996,-36707669.30235247
0.6025,0.39249999999999996,-42853502.216422
0.6199999999999999,0.39249999999999996,-48999335.13049134
0.6375,0.39249999999999996,-55145168.044560775
0.655,0.39249999999999996,-61291000.95863034
0.6725,0.39249999999999996,-67436833.8726997
0.69,0.39249999999999996,-73582666.78676912
0.7075,0.39249999999999996,-79728499.70083869
0.7249999999999999,0.39249999999999996,-85874332.61490808
0.7424999999999999,0.39249999999999996,-92020165.52897769
0.76,0.39249999999999996,-98165998.44304712
0.7774999999999999,0.39249999999999996,-104311831.35711652
0.7949999999999999,0.39249999999999996,-110457664.271186
0.8125,0.39249999999999996,-116603497.1852556
0.8299999999999998,0.39249999999999996,-122749330.09932494
0.8474999999999999,0.39249999999999996,-128895163.01339439
0.865,0.39249999999999996,-135040995.92746386
0.8824999999999998,0.39249999999999996,-141186828.84153312
0.9,0.39249999999999996,-147332661.75560272
0.2,0.41,104248414.09091884
0.2175,0.41,98102581.17684937
0.23500000000000001,0.41,91956748.26277988
0.2525,0.41,85810915.34871048
0.27,0.41,79665082.43464097
0.2875,0.41,73519249.52057153
0.305,0.41,67373416.60650206
0.3225,0.41,61227583.692432605
0.33999999999999997,0.41,55081750.77836313
0.3575,0.41,48935917.86429367
0.375,0.41,42790084.95022422
0.39249999999999996,0.41,36644252.03615481
0.41,0.41,30498419.122085307
0.4275,0.41,24352586.208015803
0.44499999999999995,0.41,18206753.293946393
0.46249999999999997,0.41,12060920.379876915
0.48,0.41,5915087.465807414
0.4975,0.41,-230745.4482620433
0.5149999999999999,0.41,-6376578.362331476
0.5325,0.41,-12522411.276400931
0.55,0.41,-18668244.190470386
0.5674999999999999,0.41,-24814077.10453982
0.585,0.41,-30959910.018609345
0.6025,0.41,-37105742.93267887
0.6199999999999999,0.41,-43251575.846748255
0.6375,0.41,-49397408.76081765
0.655,0.41,-55543241.67488712
0.6725,0.41,-61689074.588956654
0.69,0.41,-67834907.50302608
0.7075,0.41,-73980740.4170956
0.7249999999999999,0.41,-80126573.33116494
0.7424999999999999,0.41,-86272406.24523443
0.76,0.41,-92418239.159304
0.7774999999999999,0.41,-98564072.07337333
0.7949999999999999,0.41,-104709904.98744282
0.8125,0.41,-110855737.90151243
0.8299999999999998,0.41,-117001570.81558163
0.8474999999999999,0.41,-123147403.72965124
0.865,0.41,-129293236.64372078
0.8824999999999998,0.41,-135439069.55779007
0.9,0.41,-141584902.4718596
0.2,0.4275,109996173.37466194
0.2175,0.4275,103850340.46059246
0.23500000000000001,0.4275,97704507.54652299
0.2525,0.4275,91558674.63245355
0.27,0.4275,85412841.71838409
0.2875,0.4275,79267008.80431463
0.305,0.4275,73121175.89024517
0.3225,0.4275,66975342.976175696
0.33999999999999997,0.4275,60829510.062106214
0.3575,0.4275,54683677.14803671
0.375,0.4275,48537844.23396728
0.39249999999999996,0.4275,42392011.31989782
0.41,0.4275,36246178.40582842
0.4275,0.4275,30100345.491758958
0.44499999999999995,0.4275,23954512.577689454
0.46249999999999997,0.4275,17808679.663619954
0.48,0.4275,11662846.749550544
0.4975,0.4275,5517013.835481042
0.5149999999999999,0.4275,-628819.0785884373
0.5325,0.4275,-6774651.992657848
0.55,0.4275,-12920484.90672737
0.5674999999999999,0.4275,-19066317.820796713
0.585,0.4275,-25212150.734866194
0.6025,0.4275,-31357983.64893567
0.6199999999999999,0.4275,-37503816.563005105
0.6375,0.4275,-43649649.47707463
0.655,0.4275,-49795482.391144104
0.6725,0.4275,-55941315.305213675
0.69,0.4275,-62087148.219283015
0.7075,0.4275,-68232981.13335255
0.7249999999999999,0.4275,-74378814.04742189
0.7424999999999999,0.4275,-80524646.96149132
0.76,0.4275,-86670479.87556084
0.7774999999999999,0.4275,-92816312.78963028
0.7949999999999999,0.4275,-98962145.70369971
0.8125,0.4275,-105107978.61776923
0.8299999999999998,0.4275,-111253811.53183854
0.8474999999999999,0.4275,-117399644.44590814
0.865,0.4275,-123545477.35997763
0.8824999999999998,0.4275,-129691310.27404705
0.9,0.4275,-135837143.18811664
0.2,0.44499999999999995,115743932.65840515
0.2175,0.44499999999999995,109598099.74433567
0.23500000000000001,0.44499999999999995,103452266.83026624
0.2525,0.44499999999999995,97306433.91619681
0.27,0.44499999999999995,91160601.0021273
0.2875,0.44499999999999995,85014768.08805783
0.305,0.44499999999999995,78868935.17398837
0.3225,0.44499999999999995,72723102.25991887
0.33999999999999997,0.44499999999999995,66577269.345849454
0.3575,0.44499999999999995,60431436.43177998
0.375,0.44499999999999995,54285603.51771052
0.39249999999999996,0.44499999999999995,48139770.603641115
0.41,0.44499999999999995,41993937.68957157
0.4275,0.44499999999999995,35848104.77550211
0.44499999999999995,0.44499999999999995,29702271.861432698
0.46249999999999997,0.44499999999999995,23556438.947363198
0.48,0.44499999999999995,17410606.033293787
0.4975,0.44499999999999995,11264773.119224355
0.5149999999999999,0.44499999999999995,5118940.205154875
0.5325,0.44499999999999995,-1026892.7089145798
0.55,0.44499999999999995,-7172725.622984059
0.5674999999999999,0.44499999999999995,-13318558.537053537
0.585,0.44499999999999995,-19464391.45112297
0.6025,0.44499999999999995,-25610224.36519254
0.6199999999999999,0.44499999999999995,-31756057.27926188
0.6375,0.44499999999999995,-37901890.19333136
0.655,0.44499999999999995,-44047723.10740089
0.6725,0.44499999999999995,-50193556.021470316
0.69,0.44499999999999995,-56339388.9355398
0.7075,0.44499999999999995,-62485221.849609315
0.7249999999999999,0.44499999999999995,-68631054.76367876
0.7424999999999999,0.44499999999999995,-74776887.67774819
0.76,0.44499999999999995,-80922720.59181766
0.7774999999999999,0.44499999999999995,-87068553.5058871
0.7949999999999999,0.44499999999999995,-93214386.41995654
0.8125,0.44499999999999995,-99360219.33402596
0.8299999999999998,0.44499999999999995,-105506052.24809544
0.8474999999999999,0.44499999999999995,-111651885.16216488
0.865,0.44499999999999995,-117797718.0762344
0.8824999999999998,0.44499999999999995,-123943550.99030378
0.9,0.44499999999999995,-130089383.90437332
0.2,0.46249999999999997,121491691.9421483
0.2175,0.46249999999999997,115345859.02807882
0.23500000000000001,0.46249999999999997,109200026.11400935
0.2525,0.46249999999999997,103054193.19993989
0.27,0.46249999999999997,96908360.28587043
0.2875,0.46249999999999997,90762527.37180097
0.305,0.46249999999999997,84616694.4577315
0.3225,0.46249999999999997,78470861.543662
0.33999999999999997,0.46249999999999997,72325028.62959254
0.3575,0.46249999999999997,66179195.71552309
0.375,0.46249999999999997,60033362.80145365
0.39249999999999996,0.46249999999999997,53887529.8873842
0.41,0.46249999999999997,47741696.97331474
0.4275,0.46249999999999997,41595864.05924524
0.44499999999999995,0.46249999999999997,35450031.14517581
0.46249999999999997,0.46249999999999997,29304198.231106352
0.48,0.46249999999999997,23158365.317036897
0.4975,0.46249999999999997,17012532.40296735
0.5149999999999999,0.46249999999999997,10866699.488897983
0.5325,0.46249999999999997,4720866.574828505
0.55,0.46249999999999997,-1424966.3392409738
0.5674999999999999,0.46249999999999997,-7570799.253310315
0.585,0.46249999999999997,-13716632.167379841
0.6025,0.46249999999999997,-19862465.081449363
0.6199999999999999,0.46249999999999997,-26008297.995518796
0.6375,0.46249999999999997,-32154130.909588233
0.655,0.46249999999999997,-38299963.8236578
0.6725,0.46249999999999997,-44445796.73772723
0.69,0.46249999999999997,-50591629.65179658
0.7075,0.46249999999999997,-56737462.56586619
0.7249999999999999,0.46249999999999997,-62883295.47993557
0.7424999999999999,0.46249999999999997,-69029128.39400502
0.76,0.46249999999999997,-75174961.30807449
0.7774999999999999,0.46249999999999997,-81320794.22214396
0.7949999999999999,0.46249999999999997,-87466627.13621336
0.8125,0.46249999999999997,-93612460.05028297
0.8299999999999998,0.46249999999999997,-99758292.96435231
0.8474999999999999,0.46249999999999997,-105904125.8784218
0.865,0.46249999999999997,-112049958.79249127
0.8824999999999998,0.46249999999999997,-118195791.70656079
0.9,0.46249999999999997,-124341624.62063023
0.2,0.48,127239451.22589146
0.2175,0.48,121093618.31182198
0.23500000000000001,0.48,114947785.3977525
0.2525,0.48,108801952.48368305
0.27,0.48,102656119.56961356
0.2875,0.48,96510286.65554415
0.305,0.48,90364453.74147463
0.3225,0.48,84218620.82740517
0.33999999999999997,0.48,78072787.91333571
0.3575,0.48,71926954.99926628
0.375,0.48,65781122.08519681
0.39249999999999996,0.48,59635289.171127394
0.41,0.48,53489456.2570579
0.4275,0.48,47343623.34298846
0.44499999999999995,0.48,41197790.42891896
0.46249999999999997,0.48,35051957.514849454
0.48,0.48,28906124.60078007
0.4975,0.48,22760291.68671057
