orif_cost,tha_cost,inmb
50900.0,35900.0,54769924.942333125
52200.0,35900.0,56069924.942333154
53500.0,35900.0,57369924.94233311
54800.0,35900.0,58669924.94233314
56100.0,35900.0,59969924.942333125
57400.0,35900.0,61269924.942333125
58700.0,35900.0,62569924.94233311
60000.0,35900.0,63869924.94233311
8000.0,37450.0,10319924.942333158
9300.0,37450.0,11619924.942333158
10600.0,37450.0,12919924.942333158
11900.0,37450.0,14219924.942333154
13200.0,37450.0,15519924.942333207
14500.0,37450.0,16819924.942333177
15800.0,37450.0,18119924.942333125
17100.0,37450.0,19419924.942333102
18400.0,37450.0,20719924.942333095
19700.0,37450.0,22019924.94233311
21000.0,37450.0,23319924.94233311
22300.0,37450.0,24619924.94233311
23600.0,37450.0,25919924.94233311
24900.0,37450.0,27219924.942333102
26200.0,37450.0,28519924.942333102
27500.0,37450.0,29819924.942333102
28800.0,37450.0,31119924.942333102
30100.0,37450.0,32419924.942333102
31400.0,37450.0,33719924.94233311
32700.0,37450.0,35019924.94233311
34000.0,37450.0,36319924.94233311
35300.0,37450.0,37619924.94233311
36600.0,37450.0,38919924.94233311
37900.0,37450.0,40219924.94233311
39200.0,37450.0,41519924.94233311
40500.0,37450.0,42819924.94233311
41800.0,37450.0,44119924.94233311
43100.0,37450.0,45419924.94233311
44400.0,37450.0,46719924.94233311
45700.0,37450.0,48019924.94233317
47000.0,37450.0,49319924.94233314
48300.0,37450.0,50619924.942333184
49600.0,37450.0,51919924.94233317
50900.0,37450.0,53219924.942333125
52200.0,37450.0,54519924.942333154
53500.0,37450.0,55819924.94233311
54800.0,37450.0,57119924.94233314
56100.0,37450.0,58419924.942333125
57400.0,37450.0,59719924.942333125
58700.0,37450.0,61019924.94233311
60000.0,37450.0,62319924.94233311
8000.0,39000.0,8769924.942333158
9300.0,39000.0,10069924.942333158
10600.0,39000.0,11369924.942333158
11900.0,39000.0,12669924.942333154
13200.0,39000.0,13969924.942333207
14500.0,39000.0,15269924.942333177
15800.0,39000.0,16569924.942333125
17100.0,39000.0,17869924.942333102
18400.0,39000.0,19169924.942333095
19700.0,39000.0,20469924.94233311
21000.0,39000.0,21769924.94233311
22300.0,39000.0,23069924.94233311
23600.0,39000.0,24369924.94233311
24900.0,39000.0,25669924.942333102
26200.0,39000.0,26969924.942333102
27500.0,39000.0,28269924.942333102
28800.0,39000.0,29569924.942333102
30100.0,39000.0,30869924.942333102
31400.0,39000.0,32169924.94233311
32700.0,39000.0,33469924.94233311
34000.0,39000.0,34769924.94233311
35300.0,39000.0,36069924.94233311
36600.0,39000.0,37369924.94233311
37900.0,39000.0,38669924.94233311
39200.0,39000.0,39969924.94233311
40500.0,39000.0,41269924.94233311
41800.0,39000.0,42569924.94233311
43100.0,39000.0,43869924.94233311
44400.0,39000.0,45169924.94233311
45700.0,39000.0,46469924.94233317
47000.0,39000.0,47769924.94233314
48300.0,39000.0,49069924.942333184
49600.0,39000.0,50369924.94233317
50900.0,39000.0,51669924.942333125
52200.0,39000.0,52969924.942333154
53500.0,39000.0,54269924.94233311
54800.0,39000.0,55569924.94233314
56100.0,39000.0,56869924.942333125
57400.0,39000.0,58169924.942333125
58700.0,39000.0,59469924.94233311
60000.0,39000.0,60769924.94233311
8000.0,40550.0,7219924.942333158
9300.0,40550.0,8519924.942333158
10600.0,40550.0,9819924.942333158
11900.0,40550.0,11119924.942333154
13200.0,40550.0,12419924.942333207
14500.0,40550.0,13719924.942333177
15800.0,40550.0,15019924.942333125
17100.0,40550.0,16319924.942333102
18400.0,40550.0,17619924.942333095
19700.0,40550.0,18919924.94233311
21000.0,40550.0,20219924.94233311
22300.0,40550.0,21519924.94233311
23600.0,40550.0,22819924.94233311
24900.0,40550.0,24119924.942333102
26200.0,40550.0,25419924.942333102
27500.0,40550.0,26719924.942333102
28800.0,40550.0,28019924.942333102
30100.0,40550.0,29319924.942333102
31400.0,40550.0,30619924.94233311
32700.0,40550.0,31919924.94233311
34000.0,40550.0,33219924.94233311
35300.0,40550.0,34519924.94233311
36600.0,40550.0,35819924.94233311
37900.0,40550.0,37119924.94233311
39200.0,40550.0,38419924.94233311
40500.0,40550.0,39719924.94233311
41800.0,40550.0,41019924.94233311
43100.0,40550.0,42319924.94233311
44400.0,40550.0,43619924.94233311
45700.0,40550.0,44919924.94233317
47000.0,40550.0,46219924.94233314
48300.0,40550.0,47519924.942333184
49600.0,40550.0,48819924.94233317
50900.0,40550.0,50119924.942333125
52200.0,40550.0,51419924.942333154
53500.0,40550.0,52719924.94233311
54800.0,40550.0,54019924.94233314
56100.0,40550.0,55319924.942333125
57400.0,40550.0,56619924.942333125
58700.0,40550.0,57919924.94233311
60000.0,40550.0,59219924.94233311
8000.0,42100.0,5669924.942333158
9300.0,42100.0,6969924.942333158
10600.0,42100.0,8269924.942333158
11900.0,42100.0,9569924.942333154
13200.0,42100.0,10869924.942333207
14500.0,42100.0,12169924.942333177
15800.0,42100.0,13469924.942333125
17100.0,42100.0,14769924.942333102
18400.0,42100.0,16069924.942333095
19700.0,42100.0,17369924.94233311
21000.0,42100.0,18669924.94233311
22300.0,42100.0,19969924.94233311
23600.0,42100.0,21269924.94233311
24900.0,42100.0,22569924.942333102
26200.0,42100.0,23869924.942333102
27500.0,42100.0,25169924.942333102
28800.0,42100.0,26469924.942333102
30100.0,42100.0,27769924.942333102
31400.0,42100.0,29069924.94233311
32700.0,42100.0,30369924.94233311
34000.0,42100.0,31669924.94233311
35300.0,42100.0,32969924.94233311
36600.0,42100.0,34269924.94233311
37900.0,42100.0,35569924.94233311
39200.0,42100.0,36869924.94233311
40500.0,42100.0,38169924.94233311
41800.0,42100.0,39469924.94233311
43100.0,42100.0,40769924.94233311
44400.0,42100.0,42069924.94233311
45700.0,42100.0,43369924.94233317
47000.0,42100.0,44669924.94233314
48300.0,42100.0,45969924.942333184
49600.0,42100.0,47269924.94233317
50900.0,42100.0,48569924.942333125
52200.0,42100.0,49869924.942333154
53500.0,42100.0,51169924.94233311
54800.0,42100.0,52469924.94233314
56100.0,42100.0,53769924.942333125
57400.0,42100.0,55069924.942333125
58700.0,42100.0,56369924.94233311
60000.0,42100.0,57669924.94233311
8000.0,43650.0,4119924.942333158
9300.0,43650.0,5419924.942333158
10600.0,43650.0,6719924.942333158
11900.0,43650.0,8019924.942333154
13200.0,43650.0,9319924.942333207
14500.0,43650.0,10619924.942333177
15800.0,43650.0,11919924.942333125
17100.0,43650.0,13219924.942333102
18400.0,43650.0,14519924.942333095
19700.0,43650.0,15819924.94233311
21000.0,43650.0,17119924.94233311
22300.0,43650.0,18419924.94233311
23600.0,43650.0,19719924.94233311
24900.0,43650.0,21019924.942333102
26200.0,43650.0,22319924.942333102
27500.0,43650.0,23619924.942333102
28800.0,43650.0,24919924.942333102
30100.0,43650.0,26219924.942333102
31400.0,43650.0,27519924.94233311
32700.0,43650.0,28819924.94233311
34000.0,43650.0,30119924.94233311
35300.0,43650.0,31419924.94233311
36600.0,43650.0,32719924.94233311
37900.0,43650.0,34019924.94233311
39200.0,43650.0,35319924.94233311
40500.0,43650.0,36619924.94233311
41800.0,43650.0,37919924.94233311
43100.0,43650.0,39219924.94233311
44400.0,43650.0,40519924.94233311
45700.0,43650.0,41819924.94233317
47000.0,43650.0,43119924.94233314
48300.0,43650.0,44419924.942333184
49600.0,43650.0,45719924.94233317
50900.0,43650.0,47019924.942333125
52200.0,43650.0,48319924.942333154
53500.0,43650.0,49619924.94233311
54800.0,43650.0,50919924.94233314
56100.0,43650.0,52219924.942333125
57400.0,43650.0,53519924.942333125
58700.0,43650.0,54819924.94233311
60000.0,43650.0,56119924.94233311
8000.0,45200.0,2569924.942333158
9300.0,45200.0,3869924.942333158
10600.0,45200.0,5169924.942333158
11900.0,45200.0,6469924.942333154
13200.0,45200.0,7769924.942333207
14500.0,45200.0,9069924.942333177
15800.0,45200.0,10369924.942333125
17100.0,45200.0,11669924.942333102
18400.0,45200.0,12969924.942333095
19700.0,45200.0,14269924.94233311
21000.0,45200.0,15569924.94233311
22300.0,45200.0,16869924.94233311
23600.0,45200.0,18169924.94233311
24900.0,45200.0,19469924.942333102
26200.0,45200.0,20769924.942333102
27500.0,45200.0,22069924.942333102
28800.0,45200.0,23369924.942333102
30100.0,45200.0,24669924.942333102
31400.0,45200.0,25969924.94233311
32700.0,45200.0,27269924.94233311
34000.0,45200.0,28569924.94233311
35300.0,45200.0,29869924.94233311
36600.0,45200.0,31169924.94233311
37900.0,45200.0,32469924.94233311
39200.0,45200.0,33769924.94233311
40500.0,45200.0,35069924.94233311
41800.0,45200.0,36369924.94233311
43100.0,45200.0,37669924.94233311
44400.0,45200.0,38969924.94233311
45700.0,45200.0,40269924.94233317
47000.0,45200.0,41569924.94233314
48300.0,45200.0,42869924.942333184
49600.0,45200.0,44169924.94233317
50900.0,45200.0,45469924.942333125
52200.0,45200.0,46769924.942333154
53500.0,45200.0,48069924.94233311
54800.0,45200.0,49369924.94233314
56100.0,45200.0,50669924.942333125
57400.0,45200.0,51969924.942333125
58700.0,45200.0,53269924.94233311
60000.0,45200.0,54569924.94233311
8000.0,46750.0,1019924.9423331581
9300.0,46750.0,2319924.942333158
10600.0,46750.0,3619924.942333158
11900.0,46750.0,4919924.942333154
13200.0,46750.0,6219924.942333207
14500.0,46750.0,7519924.942333177
15800.0,46750.0,8819924.942333125
17100.0,46750.0,10119924.942333102
18400.0,46750.0,11419924.942333095
19700.0,46750.0,12719924.94233311
21000.0,46750.0,14019924.94233311
22300.0,46750.0,15319924.94233311
23600.0,46750.0,16619924.94233311
24900.0,46750.0,17919924.942333102
26200.0,46750.0,19219924.942333102
27500.0,46750.0,20519924.942333102
28800.0,46750.0,21819924.942333102
30100.0,46750.0,23119924.942333102
31400.0,46750.0,24419924.94233311
32700.0,46750.0,25719924.94233311
34000.0,46750.0,27019924.94233311
35300.0,46750.0,28319924.94233311
36600.0,46750.0,29619924.94233311
37900.0,46750.0,30919924.94233311
39200.0,46750.0,32219924.94233311
40500.0,46750.0,33519924.94233311
41800.0,46750.0,34819924.94233311
43100.0,46750.0,36119924.94233311
44400.0,46750.0,37419924.94233311
45700.0,46750.0,38719924.94233317
47000.0,46750.0,40019924.94233314
48300.0,46750.0,41319924.942333184
49600.0,46750.0,42619924.94233317
50900.0,46750.0,43919924.942333125
52200.0,46750.0,45219924.942333154
53500.0,46750.0,46519924.94233311
54800.0,46750.0,47819924.94233314
56100.0,46750.0,49119924.942333125
57400.0,46750.0,50419924.942333125
58700.0,46750.0,51719924.94233311
60000.0,46750.0,53019924.94233311
8000.0,48300.0,-530075.0576668456
9300.0,48300.0,769924.9423331581
10600.0,48300.0,2069924.942333158
11900.0,48300.0,3369924.9423331544
13200.0,48300.0,4669924.942333207
14500.0,48300.0,5969924.942333177
15800.0,48300.0,7269924.942333125
17100.0,48300.0,8569924.942333102
18400.0,48300.0,9869924.942333095
19700.0,48300.0,11169924.94233311
21000.0,48300.0,12469924.94233311
22300.0,48300.0,13769924.94233311
23600.0,48300.0,15069924.94233311
24900.0,48300.0,16369924.942333102
26200.0,48300.0,17669924.942333102
27500.0,48300.0,18969924.942333102
28800.0,48300.0,20269924.942333102
30100.0,48300.0,21569924.942333102
31400.0,48300.0,22869924.94233311
32700.0,48300.0,24169924.94233311
34000.0,48300.0,25469924.94233311
35300.0,48300.0,26769924.94233311
36600.0,48300.0,28069924.94233311
37900.0,48300.0,29369924.94233311
39200.0,48300.0,30669924.94233311
40500.0,48300.0,31969924.94233311
41800.0,48300.0,33269924.94233311
43100.0,48300.0,34569924.94233311
44400.0,48300.0,35869924.94233311
45700.0,48300.0,37169924.94233317
47000.0,48300.0,38469924.94233314
48300.0,48300.0,39769924.942333184
49600.0,48300.0,41069924.94233317
50900.0,48300.0,42369924.942333125
52200.0,48300.0,43669924.942333154
53500.0,48300.0,44969924.94233311
54800.0,48300.0,46269924.94233314
56100.0,48300.0,47569924.942333125
57400.0,48300.0,48869924.942333125
58700.0,48300.0,50169924.94233311
60000.0,48300.0,51469924.94233311
8000.0,49850.0,-2080075.0576668456
9300.0,49850.0,-780075.0576668456
10600.0,49850.0,519924.9423331581
11900.0,49850.0,1819924.9423331544
13200.0,49850.0,3119924.9423332065
14500.0,49850.0,4419924.942333177
15800.0,49850.0,5719924.942333125
17100.0,49850.0,7019924.942333102
18400.0,49850.0,8319924.942333095
19700.0,49850.0,9619924.94233311
21000.0,49850.0,10919924.94233311
22300.0,49850.0,12219924.94233311
23600.0,49850.0,13519924.94233311
24900.0,49850.0,14819924.942333102
26200.0,49850.0,16119924.942333102
27500.0,49850.0,17419924.942333102
28800.0,49850.0,18719924.942333102
30100.0,49850.0,20019924.942333102
31400.0,49850.0,21319924.94233311
32700.0,49850.0,22619924.94233311
34000.0,49850.0,23919924.94233311
35300.0,49850.0,25219924.94233311
36600.0,49850.0,26519924.94233311
37900.0,49850.0,27819924.94233311
39200.0,49850.0,29119924.94233311
40500.0,49850.0,30419924.94233311
41800.0,49850.0,31719924.94233311
43100.0,49850.0,33019924.94233311
44400.0,49850.0,34319924.94233311
45700.0,49850.0,35619924.94233317
47000.0,49850.0,36919924.94233314
48300.0,49850.0,38219924.942333184
49600.0,49850.0,39519924.94233317
50900.0,49850.0,40819924.942333125
52200.0,49850.0,42119924.942333154
53500.0,49850.0,43419924.94233311
54800.0,49850.0,44719924.94233314
56100.0,49850.0,46019924.942333125
57400.0,49850.0,47319924.942333125
58700.0,49850.0,48619924.94233311
60000.0,49850.0,49919924.94233311
8000.0,51400.0,-3630075.0576668307
9300.0,51400.0,-2330075.0576668307
10600.0,51400.0,-1030075.0576668307
11900.0,51400.0,269924.9423331693
13200.0,51400.0,1569924.9423332214
14500.0,51400.0,2869924.9423331916
15800.0,51400.0,4169924.9423331395
17100.0,51400.0,5469924.942333117
18400.0,51400.0,6769924.94233311
19700.0,51400.0,8069924.942333125
21000.0,51400.0,9369924.942333125
22300.0,51400.0,10669924.942333125
23600.0,51400.0,11969924.942333125
24900.0,51400.0,13269924.942333117
26200.0,51400.0,14569924.942333117
27500.0,51400.0,15869924.942333117
28800.0,51400.0,17169924.942333117
30100.0,51400.0,18469924.942333117
31400.0,51400.0,19769924.942333125
32700.0,51400.0,21069924.942333125
34000.0,51400.0,22369924.942333125
35300.0,51400.0,23669924.942333125
36600.0,51400.0,24969924.942333125
37900.0,51400.0,26269924.942333125
39200.0,51400.0,27569924.942333125
40500.0,51400.0,28869924.942333125
41800.0,51400.0,30169924.942333125
43100.0,51400.0,31469924.942333125
44400.0,51400.0,32769924.942333125
45700.0,51400.0,34069924.942333184
47000.0,51400.0,35369924.942333154
48300.0,51400.0,36669924.9423332
49600.0,51400.0,37969924.942333184
50900.0,51400.0,39269924.94233314
52200.0,51400.0,40569924.94233317
53500.0,51400.0,41869924.942333125
54800.0,51400.0,43169924.942333154
56100.0,51400.0,44469924.94233314
57400.0,51400.0,45769924.94233314
58700.0,51400.0,47069924.942333125
60000.0,51400.0,48369924.942333125
8000.0,52950.0,-5180075.0576668605
9300.0,52950.0,-3880075.0576668605
10600.0,52950.0,-2580075.0576668605
11900.0,52950.0,-1280075.0576668605
13200.0,52950.0,19924.942333191633
14500.0,52950.0,1319924.9423331618
15800.0,52950.0,2619924.9423331097
17100.0,52950.0,3919924.9423330873
18400.0,52950.0,5219924.94233308
19700.0,52950.0,6519924.942333095
21000.0,52950.0,7819924.942333095
22300.0,52950.0,9119924.942333095
23600.0,52950.0,10419924.942333095
24900.0,52950.0,11719924.942333087
26200.0,52950.0,13019924.942333087
27500.0,52950.0,14319924.942333087
28800.0,52950.0,15619924.942333087
30100.0,52950.0,16919924.942333087
31400.0,52950.0,18219924.942333095
32700.0,52950.0,19519924.942333095
34000.0,52950.0,20819924.942333095
35300.0,52950.0,22119924.942333095
36600.0,52950.0,23419924.942333095
37900.0,52950.0,24719924.942333095
39200.0,52950.0,26019924.942333095
40500.0,52950.0,27319924.942333095
41800.0,52950.0,28619924.942333095
43100.0,52950.0,29919924.942333095
44400.0,52950.0,31219924.942333095
45700.0,52950.0,32519924.942333154
47000.0,52950.0,33819924.942333125
48300.0,52950.0,35119924.94233317
49600.0,52950.0,36419924.942333154
50900.0,52950.0,37719924.94233311
52200.0,52950.0,39019924.94233314
53500.0,52950.0,40319924.942333095
54800.0,52950.0,41619924.942333125
56100.0,52950.0,42919924.94233311
57400.0,52950.0,44219924.94233311
58700.0,52950.0,45519924.942333095
60000.0,52950.0,46819924.942333095
8000.0,54500.0,-6730075.05766695
9300.0,54500.0,-5430075.05766695
10600.0,54500.0,-4130075.05766695
11900.0,54500.0,-2830075.05766695
13200.0,54500.0,-1530075.0576668978
14500.0,54500.0,-230075.05766692758
15800.0,54500.0,1069924.9423330203
17100.0,54500.0,2369924.942332998
18400.0,54500.0,3669924.9423329905
19700.0,54500.0,4969924.942333005
21000.0,54500.0,6269924.942333005
22300.0,54500.0,7569924.942333005
23600.0,54500.0,8869924.942333005
24900.0,54500.0,10169924.942332998
26200.0,54500.0,11469924.942332998
27500.0,54500.0,12769924.942332998
28800.0,54500.0,14069924.942332998
30100.0,54500.0,15369924.942332998
31400.0,54500.0,16669924.942333005
32700.0,54500.0,17969924.942333005
34000.0,54500.0,19269924.942333005
35300.0,54500.0,20569924.942333005
36600.0,54500.0,21869924.942333005
37900.0,54500.0,23169924.942333005
39200.0,54500.0,24469924.942333005
40500.0,54500.0,25769924.942333005
41800.0,54500.0,27069924.942333005
43100.0,54500.0,28369924.942333005
44400.0,54500.0,29669924.942333005
45700.0,54500.0,30969924.942333065
47000.0,54500.0,32269924.942333035
48300.0,54500.0,33569924.94233308
49600.0,54500.0,34869924.942333065
50900.0,54500.0,36169924.94233302
52200.0,54500.0,37469924.94233305
53500.0,54500.0,38769924.942333005
54800.0,54500.0,40069924.942333035
56100.0,54500.0,41369924.94233302
57400.0,54500.0,42669924.94233302
58700.0,54500.0,43969924.942333005
60000.0,54500.0,45269924.942333005
8000.0,56050.0,-8280075.05766692
9300.0,56050.0,-6980075.05766692
10600.0,56050.0,-5680075.05766692
11900.0,56050.0,-4380075.05766692
13200.0,56050.0,-3080075.057666868
14500.0,56050.0,-1780075.0576668978
15800.0,56050.0,-480075.0576669499
17100.0,56050.0,819924.9423330277
18400.0,56050.0,2119924.9423330203
19700.0,56050.0,3419924.942333035
21000.0,56050.0,4719924.942333035
22300.0,56050.0,6019924.942333035
23600.0,56050.0,7319924.942333035
24900.0,56050.0,8619924.942333028
26200.0,56050.0,9919924.942333028
27500.0,56050.0,11219924.942333028
28800.0,56050.0,12519924.942333028
30100.0,56050.0,13819924.942333028
31400.0,56050.0,15119924.942333035
32700.0,56050.0,16419924.942333035
34000.0,56050.0,17719924.942333035
35300.0,56050.0,19019924.942333035
36600.0,56050.0,20319924.942333035
37900.0,56050.0,21619924.942333035
39200.0,56050.0,22919924.942333035
40500.0,56050.0,24219924.942333035
41800.0,56050.0,25519924.942333035
43100.0,56050.0,26819924.942333035
44400.0,56050.0,28119924.942333035
45700.0,56050.0,29419924.942333095
47000.0,56050.0,30719924.942333065
48300.0,56050.0,32019924.94233311
49600.0,56050.0,33319924.942333095
50900.0,56050.0,34619924.94233305
52200.0,56050.0,35919924.94233308
53500.0,56050.0,37219924.942333035
54800.0,56050.0,38519924.942333065
56100.0,56050.0,39819924.94233305
57400.0,56050.0,41119924.94233305
58700.0,56050.0,42419924.942333035
60000.0,56050.0,43719924.942333035
8000.0,57600.0,-9830075.05766695
9300.0,57600.0,-8530075.05766695
10600.0,57600.0,-7230075.05766695
11900.0,57600.0,-5930075.05766695
13200.0,57600.0,-4630075.057666898
14500.0,57600.0,-3330075.0576669276
15800.0,57600.0,-2030075.0576669797
17100.0,57600.0,-730075.0576670021
18400.0,57600.0,569924.9423329905
19700.0,57600.0,1869924.9423330054
21000.0,57600.0,3169924.9423330054
22300.0,57600.0,4469924.942333005
23600.0,57600.0,5769924.942333005
24900.0,57600.0,7069924.942332998
26200.0,57600.0,8369924.942332998
27500.0,57600.0,9669924.942332998
28800.0,57600.0,10969924.942332998
30100.0,57600.0,12269924.942332998
31400.0,57600.0,13569924.942333005
32700.0,57600.0,14869924.942333005
34000.0,57600.0,16169924.942333005
35300.0,57600.0,17469924.942333005
36600.0,57600.0,18769924.942333005
37900.0,57600.0,20069924.942333005
39200.0,57600.0,21369924.942333005
40500.0,57600.0,22669924.942333005
41800.0,57600.0,23969924.942333005
43100.0,57600.0,25269924.942333005
44400.0,57600.0,26569924.942333005
45700.0,57600.0,27869924.942333065
47000.0,57600.0,29169924.942333035
48300.0,57600.0,30469924.94233308
49600.0,57600.0,31769924.942333065
50900.0,57600.0,33069924.94233302
52200.0,57600.0,34369924.94233305
53500.0,57600.0,35669924.942333005
54800.0,57600.0,36969924.942333035
56100.0,57600.0,38269924.94233302
57400.0,57600.0,39569924.94233302
58700.0,57600.0,40869924.942333005
60000.0,57600.0,42169924.942333005
8000.0,59150.0,-11380075.05766698
9300.0,59150.0,-10080075.05766698
10600.0,59150.0,-8780075.05766698
11900.0,59150.0,-7480075.05766698
13200.0,59150.0,-6180075.057666928
14500.0,59150.0,-4880075.057666957
15800.0,59150.0,-3580075.0576670095
17100.0,59150.0,-2280075.057667032
18400.0,59150.0,-980075.0576670393
19700.0,59150.0,319924.94233297557
21000.0,59150.0,1619924.9423329756
22300.0,59150.0,2919924.9423329756
23600.0,59150.0,4219924.942332976
24900.0,59150.0,5519924.942332968
26200.0,59150.0,6819924.942332968
27500.0,59150.0,8119924.942332968
28800.0,59150.0,9419924.942332968
30100.0,59150.0,10719924.942332968
31400.0,59150.0,12019924.942332976
32700.0,59150.0,13319924.942332976
34000.0,59150.0,14619924.942332976
35300.0,59150.0,15919924.942332976
36600.0,59150.0,17219924.942332976
37900.0,59150.0,18519924.942332976
39200.0,59150.0,19819924.942332976
40500.0,59150.0,21119924.942332976
41800.0,59150.0,22419924.942332976
43100.0,59150.0,23719924.942332976
44400.0,59150.0,25019924.942332976
45700.0,59150.0,26319924.942333035
47000.0,59150.0,27619924.942333005
48300.0,59150.0,28919924.94233305
49600.0,59150.0,30219924.942333035
50900.0,59150.0,31519924.94233299
52200.0,59150.0,32819924.94233302
53500.0,59150.0,34119924.942332976
54800.0,59150.0,35419924.942333005
56100.0,59150.0,36719924.94233299
57400.0,59150.0,38019924.94233299
58700.0,59150.0,39319924.942332976
60000.0,59150.0,40619924.942332976
8000.0,60700.0,-12930075.05766698
9300.0,60700.0,-11630075.05766698
10600.0,60700.0,-10330075.05766698
11900.0,60700.0,-9030075.05766698
13200.0,60700.0,-7730075.057666928
14500.0,60700.0,-6430075.057666957
15800.0,60700.0,-5130075.0576670095
17100.0,60700.0,-3830075.057667032
18400.0,60700.0,-2530075.0576670393
19700.0,60700.0,-1230075.0576670244
21000.0,60700.0,69924.94233297557
22300.0,60700.0,1369924.9423329756
23600.0,60700.0,2669924.9423329756
24900.0,60700.0,3969924.942332968
26200.0,60700.0,5269924.942332968
27500.0,60700.0,6569924.942332968
28800.0,60700.0,7869924.942332968
30100.0,60700.0,9169924.942332968
31400.0,60700.0,10469924.942332976
32700.0,60700.0,11769924.942332976
34000.0,60700.0,13069924.942332976
35300.0,60700.0,14369924.942332976
36600.0,60700.0,15669924.942332976
37900.0,60700.0,16969924.942332976
39200.0,60700.0,18269924.942332976
40500.0,60700.0,19569924.942332976
41800.0,60700.0,20869924.942332976
43100.0,60700.0,22169924.942332976
44400.0,60700.0,23469924.942332976
45700.0,60700.0,24769924.942333035
47000.0,60700.0,26069924.942333005
48300.0,60700.0,27369924.94233305
49600.0,60700.0,28669924.942333035
50900.0,60700.0,29969924.94233299
52200.0,60700.0,31269924.94233302
53500.0,60700.0,32569924.942332976
54800.0,60700.0,33869924.942333005
56100.0,60700.0,35169924.94233299
57400.0,60700.0,36469924.94233299
58700.0,60700.0,37769924.942332976
60000.0,60700.0,39069924.942332976
8000.0,62250.0,-14480075.05766701
9300.0,62250.0,-13180075.05766701
10600.0,62250.0,-11880075.05766701
11900.0,62250.0,-10580075.05766701
13200.0,62250.0,-9280075.057666957
14500.0,62250.0,-7980075.057666987
15800.0,62250.0,-6680075.057667039
17100.0,62250.0,-5380075.057667062
18400.0,62250.0,-4080075.057667069
19700.0,62250.0,-2780075.0576670542
21000.0,62250.0,-1480075.0576670542
22300.0,62250.0,-180075.05766705424
23600.0,62250.0,1119924.9423329458
24900.0,62250.0,2419924.9423329383
26200.0,62250.0,3719924.9423329383
27500.0,62250.0,5019924.942332938
28800.0,62250.0,6319924.942332938
30100.0,62250.0,7619924.942332938
31400.0,62250.0,8919924.942332946
32700.0,62250.0,10219924.942332946
34000.0,62250.0,11519924.942332946
35300.0,62250.0,12819924.942332946
36600.0,62250.0,14119924.942332946
37900.0,62250.0,15419924.942332946
39200.0,62250.0,16719924.942332946
40500.0,62250.0,18019924.942332946
41800.0,62250.0,19319924.942332946
43100.0,62250.0,20619924.942332946
44400.0,62250.0,21919924.942332946
45700.0,62250.0,23219924.942333005
47000.0,62250.0,24519924.942332976
48300.0,62250.0,25819924.94233302
49600.0,62250.0,27119924.942333005
50900.0,62250.0,28419924.94233296
52200.0,62250.0,29719924.94233299
53500.0,62250.0,31019924.942332946
54800.0,62250.0,32319924.942332976
56100.0,62250.0,33619924.94233296
57400.0,62250.0,34919924.94233296
58700.0,62250.0,36219924.942332946
60000.0,62250.0,37519924.942332946
8000.0,63800.0,-16030075.05766701
9300.0,63800.0,-14730075.05766701
10600.0,63800.0,-13430075.05766701
11900.0,63800.0,-12130075.05766701
13200.0,63800.0,-10830075.057666957
14500.0,63800.0,-9530075.057666987
15800.0,63800.0,-8230075.057667039
17100.0,63800.0,-6930075.057667062
18400.0,63800.0,-5630075.057667069
19700.0,63800.0,-4330075.057667054
21000.0,63800.0,-3030075.0576670542
22300.0,63800.0,-1730075.0576670542
23600.0,63800.0,-430075.05766705424
24900.0,63800.0,869924.9423329383
26200.0,63800.0,2169924.9423329383
27500.0,63800.0,3469924.9423329383
28800.0,63800.0,4769924.942332938
30100.0,63800.0,6069924.942332938
31400.0,63800.0,7369924.942332946
32700.0,63800.0,8669924.942332946
34000.0,63800.0,9969924.942332946
35300.0,63800.0,11269924.942332946
36600.0,63800.0,12569924.942332946
37900.0,63800.0,13869924.942332946
39200.0,63800.0,15169924.942332946
40500.0,63800.0,16469924.942332946
41800.0,63800.0,17769924.942332946
43100.0,63800.0,19069924.942332946
44400.0,63800.0,20369924.942332946
45700.0,63800.0,21669924.942333005
47000.0,63800.0,22969924.942332976
48300.0,63800.0,24269924.94233302
49600.0,63800.0,25569924.942333005
50900.0,63800.0,26869924.94233296
52200.0,63800.0,28169924.94233299
53500.0,63800.0,29469924.942332946
54800.0,63800.0,30769924.942332976
56100.0,63800.0,32069924.94233296
57400.0,63800.0,33369924.94233296
58700.0,63800.0,34669924.942332946
60000.0,63800.0,35969924.942332946
8000.0,65350.0,-17580075.05766701
9300.0,65350.0,-16280075.05766701
10600.0,65350.0,-14980075.05766701
11900.0,65350.0,-13680075.05766701
13200.0,65350.0,-12380075.057666957
14500.0,65350.0,-11080075.057666987
15800.0,65350.0,-9780075.05766704
17100.0,65350.0,-8480075.057667062
18400.0,65350.0,-7180075.057667069
19700.0,65350.0,-5880075.057667054
21000.0,65350.0,-4580075.057667054
22300.0,65350.0,-3280075.0576670542
23600.0,65350.0,-1980075.0576670542
24900.0,65350.0,-680075.0576670617
26200.0,65350.0,619924.9423329383
27500.0,65350.0,1919924.9423329383
28800.0,65350.0,3219924.9423329383
30100.0,65350.0,4519924.942332938
31400.0,65350.0,5819924.942332946
32700.0,65350.0,7119924.942332946
34000.0,65350.0,8419924.942332946
35300.0,65350.0,9719924.942332946
36600.0,65350.0,11019924.942332946
